iter	Logloss
0	0.6231736145
50	0.008992560514
100	0.002143887614
150	0.001433649084
200	0.001198129858
250	0.001038156898
300	0.0009139612703
350	0.0007996844341
400	0.0006996765698
450	0.0006078782333
499	0.0005351191996
